village_id|postalcodes
ALMARZA;42|42160,42161,42164,42167,42169
ALMAZÁN;42|42200,42212
ALMAZUL;42|42126,42127
ALMENAR DE SORIA;42|42130,42131,42138
ALPANSEQUE;42|42213
ARANCÓN;42|42111,42182
ARCOS DE JALÓN;42|42249,42250,42257,42258,42259,42269
ARENILLAS;42|42368
ARÉVALO DE LA SIERRA;42|42161
AUSEJO DE LA SIERRA;42|42171
BARAONA;42|42213,42214,42216,42295
BARCA;42|42210
BARCONES;42|42368
BAYUBAS DE ABAJO;42|42366
BAYUBAS DE ARRIBA;42|42366
BERATÓN;42|42107
BERLANGA DE DUERO;42|42360,42366,42367,42369
BLACOS;42|42193
BLIECOS;42|42128
BORJABAD;42|42218
BOROBIA;42|42138
BUBEROS;42|42129
BUITRAGO;42|42162
BURGO DE OSMA-CIUDAD DE OSMA;42|42195,42196,42300,42310,42311,42312,42313,42318,42351,42391
CABREJAS DEL CAMPO;42|42135
CABREJAS DEL PINAR;42|42146,42147
CALATAÑAZOR;42|42193
CALTOJAR;42|42367
CANDILICHERA;42|42134
CAÑAMAQUE;42|42124,42220
CARABANTES;42|42137
CARACENA;42|42311
CARRASCOSA DE ABAJO;42|42311
CARRASCOSA DE LA SIERRA;42|42180,42181
CASAREJOS;42|42144,42148
CASTILFRÍO DE LA SIERRA;42|42171
CASTILRUIZ;42|42108,42113
CASTILLEJO DE ROBLEDO;42|42328
CENTENERA DE ANDALUZ;42|42211
CERBÓN;42|42175,42181
CIDONES;42|42145
CIGUDOSA;42|42114
CIHUELA;42|42126
CIRIA;42|42138
CIRUJALES DEL RÍO;42|42180
COSCURITA;42|42216,42217,42223
COVALEDA;42|42157
CUBILLA;42|42148
CUBO DE LA SOLANA;42|42191,42290
CUEVA DE ÁGREDA;42|42107
DÉVANOS;42|42108
DEZA;42|42125,42126
DURUELO DE LA SIERRA;42|42158
ESCOBOSA DE ALMAZÁN;42|42224
ESPEJA DE SAN MARCELINO;42|42141,42142
ESPEJÓN;42|42142
ESTEPA DE SAN JUAN;42|42171
FRECHILLA DE ALMAZÁN;42|42215
FRESNO DE CARACENA;42|42312,42311
FUENTEARMEGIL;42|42143,42351
FUENTECAMBRÓN;42|42339
FUENTECANTOS;42|42162
FUENTELMONGE;42|42124
FUENTELSAZ DE SORIA;42|42162,42170
FUENTEPINILLA;42|42293,42294
FUENTES DE MAGAÑA;42|42181
FUENTESTRÚN;42|42113
GARRAY;42|42162,42163
GOLMAYO;42|42190,42192,42193,42290,42294
GÓMARA;42|42120,42127,42129
GORMAZ;42|42313
HERRERA DE SORIA;42|42144
HINOJOSA DEL CAMPO;42|42112
LANGA DE DUERO;42|42320,42328,42329
LICERAS;42|42341
LA LOSILLA;42|42181
MAGAÑA;42|42181
MAJÁN;42|42225
MATALEBRERAS;42|42113
MATAMALA DE ALMAZÁN;42|42211
MEDINACELI;42|42230,42240,42248,42249
MIÑO DE MEDINACELI;42|42230,42296
MIÑO DE SAN ESTEBAN;42|42328
MOLINOS DE DUERO;42|42155,42156
MOMBLONA;42|42225
MONTEAGUDO DE LAS VICARÍAS;42|42220
MONTEJO DE TIERMES;42|42311,42315,42341,42342,42343,42344
MONTENEGRO DE CAMEROS;42|42127
MORÓN DE ALMAZÁN;42|42216,42223
MURIEL DE LA FUENTE;42|42193
MURIEL VIEJO;42|42148
NAFRÍA DE UCERO;42|42143
NARROS;42|42189
NAVALENO;42|42149
NEPAS;42|42218
NOLAY;42|42224
NOVIERCAS;42|42124,42132
ÓLVEGA;42|42108,42110
ONCALA;42|42172
PINILLA DEL CAMPO;42|42112
PORTILLO DE SORIA;42|42136
LA PÓVEDA DE SORIA;42|42169
POZALMURO;42|42112
QUINTANA REDONDA;42|42291,42292,42293,42294
QUINTANAS DE GORMAZ;42|42313
QUIÑONERÍA;42|42137
LOS RÁBANOS;42|42191,42290
RECUERDA;42|42313,42314,42315
RELLO;42|42368
RENIEBLAS;42|42134,42189
RETORTILLO DE SORIA;42|42315,42316,42344
REZNOS;42|42137
LA RIBA DE ESCALOTE;42|42368
RIOSECO DE SORIA;42|42194
ROLLAMIENTA;42|42165
EL ROYO;42|42153,42159
SALDUERO;42|42156
SAN ESTEBAN DE GORMAZ;42|42320,42330,42340,42342,42345,42351,42391
SAN FELICES;42|42114
SAN LEONARDO DE YAGÜE;42|42140
SAN PEDRO MANRIQUE;42|42174,42175
SANTA CRUZ DE YANGUAS;42|42173,42176
SANTA MARÍA DE HUERTA;42|42260
SANTA MARÍA DE LAS HOYAS;42|42141
SERÓN DE NÁGIMA;42|42127
SOLIEDRA;42|42223,42224
SORIA;42|42001,42002,42003,42004,42005,42152,42190,42149
SOTILLO DEL RINCÓN;42|42165,42166
SUELLACABRAS;42|42189
TAJAHUERCE;42|42112
TAJUECO;42|42366
TALVEILA;42|42148,42317
TARDELCUENDE;42|42294
TARODA;42|42216
TEJADO;42|42128,42218
TORLENGUA;42|42124
TORREBLACOS;42|42193,42194
TORRUBIA DE SORIA;42|42136
TRÉVAGO;42|42113
UCERO;42|42317
VADILLO;42|42144
VALDEAVELLANO DE TERA;42|42165
VALDEGEÑA;42|42111
VALDELAGUA DEL CERRO;42|42113
VALDEMALUQUE;42|42317,42318
VALDENEBRO;42|42193,42196,42313
VALDEPRADO;42|42114,42175
VALDERRODILLA;42|42293
VALTAJEROS;42|42181
VELAMAZÁN;42|42392
VELILLA DE LA SIERRA;42|42189
VELILLA DE LOS AJOS;42|42225
VIANA DE DUERO;42|42218
VILLACIERVOS;42|42192
VILLANUEVA DE GORMAZ;42|42312
VILLAR DEL ALA;42|42165
VILLAR DEL CAMPO;42|42112
VILLAR DEL RÍO;42|42174,42176,42177
LOS VILLARES DE SORIA;42|42171,42180
VILLASAYAS;42|42214
VILLASECA DE ARCIEL;42|42129
VINUESA;42|42150,42151
VIZMANOS;42|42173
VOZMEDIANO;42|42109
YANGUAS;42|42172,42177
YELO;42|42230,42296
AIGUAMÚRCIA;43|43714,43815
ALBINYANA;43|43716,43718
L'ALBIOL;43|43479
ALCANAR;43|43530,43569
ALCOVER;43|43460
ALDOVER;43|43591
L'ALEIXAR;43|43381
ALFARA DE CARLES;43|43528
ALFORJA;43|43365
ALIÓ;43|43813
ALMOSTER;43|43393
ALTAFULLA;43|43893
L'AMETLLA DE MAR;43|43860
AMPOSTA;43|43549,43870,43879
ARBOLÍ;43|43365
L'ARBOÇ;43|43720
L'ARGENTERA;43|43773
ARNES;43|43597,43495
ASCÓ;43|43791
BANYERES DEL PENEDÈS;43|43711,43715
BARBERÀ DE LA CONCA;43|43422,43429,43442
BATEA;43|43786
BELLMUNT DEL PRIORAT;43|43738
BELLVEI;43|43719
BENIFALLET;43|43512
BENISSANET;43|43747
LA BISBAL DE FALSET;43|43372
LA BISBAL DEL PENEDÈS;43|43717
BLANCAFORT;43|43411
BONASTRE;43|43884
LES BORGES DEL CAMP;43|43350
BOT;43|43785
BOTARELL;43|43772
BRÀFIM;43|43812
CABACÉS;43|43373
CABRA DEL CAMP;43|43811
CALAFELL;43|43820,43882
CALAFELL;73|73820
CAMBRILS;43|43850
CAPAFONTS;43|43364
CAPÇANES;43|43776
CASERES;43|43787
CASTELLVELL DEL CAMP;43|43392
EL CATLLAR;43|43150,43764
LA SÉNIA;43|43560
COLLDEJOU;43|43310
CONESA;43|43427,43428
CONSTANTÍ;43|43120
CORBERA D'EBRE;43|43784
CORNUDELLA DE MONTSANT;43|43360,43362
CREIXELL;43|43539,43839
CUNIT;43|43881
XERTA;43|43592
DUESAIGÜES;43|43773
L'ESPLUGA DE FRANCOLÍ;43|43440
FALSET;43|43730
LA FATARELLA;43|43781
LA FEBRÓ;43|43364
LA FIGUERA;43|43736
FIGUEROLA DEL CAMP;43|43811
FLIX;43|43750
FORÈS;43|43425
FREGINALS;43|43558
LA GALERA;43|43515
GANDESA;43|43780
GARCIA;43|43749
ELS GARIDELLS;43|43153
GINESTAR;43|43748
GODALL;43|43516
GRATALLOPS;43|43737
ELS GUIAMETS;43|43777
HORTA DE SANT JOAN;43|43596
EL LLOAR;43|43737
LLORAC;43|43427
LLORENÇ DEL PENEDÈS;43|43712,43715
MARGALEF;43|43371
MARÇÀ;43|43730,43775
MAS DE BARBERANS;43|43514
MASDENVERGE;43|43878,43879
MASLLORENÇ;43|43718
LA MASÓ;43|43143
MASPUJOLS;43|43382
EL MASROIG;43|43736
EL MILÀ;43|43143
MIRAVET;43|43747
EL MOLAR;43|43736
MONTBLANC;43|43400,43410,43414,43415,43459
MONTBRIÓ DEL CAMP;43|43340
MONTFERRI;43|43812
EL MONTMELL;43|43205,43714,43715,43718,43812
MONT-RAL;43|43364,43459
MONT-ROIG DEL CAMP;43|43300,43815,43892
MÓRA D'EBRE;43|43740
MÓRA LA NOVA;43|43770
EL MORELL;43|43760
LA MORERA DE MONTSANT;43|43361,43379
LA NOU DE GAIÀ;43|43763
NULLES;43|43887
LA PALMA D'EBRE;43|43370
ELS PALLARESOS;43|43151
PASSANANT I BELLTALL;43|43413,43425
PAÜLS;43|43593
PERAFORT;43|43152,43155
EL PERELLÓ;43|43519
LES PILES;43|43428,43429
EL PINELL DE BRAI;43|43594
PIRA;43|43423
EL PLA DE SANTA MARIA;43|43810
LA POBLA DE MAFUMET;43|43140
LA POBLA DE MASSALUCA;43|43783
LA POBLA DE MONTORNÈS;43|43761
POBOLEDA;43|43376
EL PONT D'ARMENTERA;43|43817
PORRERA;43|43739
PRADELL DE LA TEIXETA;43|43774
PRADES;43|43364
PRAT DE COMTE;43|43595
PRATDIP;43|43320,43891
PUIGPELAT;43|43812
QUEROL;43|43715,43816
RASQUERA;43|43513
RENAU;43|43886
REUS;43|43201,43202,43203,43204,43205,43206,43207
LA RIBA;43|43450
RIBA-ROJA D'EBRE;43|43790
LA RIERA DE GAIÀ;43|43762
RIUDECANYES;43|43771
RIUDECOLS;43|43390
RIUDOMS;43|43330
ROCAFORT DE QUERALT;43|43426
RODA DE BERÀ;43|43883
RODONYÀ;43|43812
ROQUETES;43|43520,43529
EL ROURELL;43|43142
SALOMÓ;43|43885
SANT CARLES DE LA RÀPITA;43|43540,43548
SANT JAUME DELS DOMENYS;43|43713
SANTA BÀRBARA;43|43570
SANTA COLOMA DE QUERALT;43|43420,43429
SANTA OLIVA;43|43710,43718
PONTILS;43|43421
SARRAL;43|43424,43425,43428
SAVALLÀ DEL COMTAT;43|43427
LA SECUITA;43|43154,43765
LA SELVA DEL CAMP;43|43470
SENAN;43|43449
SOLIVELLA;43|43412
TARRAGONA;43|43001,43002,43003,43004,43005,43006,43007,43008,43100,43130
TIVENYS;43|43511
TIVISSA;43|43320,43746
LA TORRE DE FONTAUBELLA;43|43774
LA TORRE DE L'ESPANYOL;43|43792
TORREDEMBARRA;43|43830
TORROJA DEL PRIORAT;43|43737
TORTOSA;43|43500,43510,43517,43527,43590,43897
ULLDECONA;43|43550,43558,43559
ULLDEMOLINS;43|43363
VALLCLARA;43|43439
VALLFOGONA DE RIUCORB;43|43427
VALLMOLL;43|43144
VALLS;43|43491,43800,43813
VANDELLÒS I L'HOSPITALET DE L'INFANT;43|43890,43891
EL VENDRELL;43|43700,43880
VESPELLA DE GAIÀ;43|43763
VILABELLA;43|43886
VILALLONGA DEL CAMP;43|43141
VILANOVA D'ESCORNALBOU;43|43311,43312
VILANOVA DE PRADES;43|43439
VILAPLANA;43|43380
VILA-RODONA;43|43814
VILA-SECA;43|43206,43480,43481
VILAVERD;43|43490
LA VILELLA ALTA;43|43375
LA VILELLA BAIXA;43|43374
VILALBA DELS ARCS;43|43782
VIMBODÍ I POBLET;43|43430,43448,43449
VINEBRE;43|43792
VINYOLS I ELS ARCS;43|43391
DELTEBRE;43|43580
SANT JAUME D'ENVEJA;43|43877,43879
CAMARLES;43|43894
L'ALDEA;43|43896
SALOU;43|43840
L'AMPOLLA;43|43895
LA CANONJA;43|43100,43110
ABABUJ;44|44155
ABEJUELA;44|44422
AGUATÓN;44|44382
AGUAVIVA;44|44566
AGUILAR DEL ALFAMBRA;44|44156
ALACÓN;44|44549
ALBA;44|44395
ALBALATE DEL ARZOBISPO;44|44540
ALBARRACÍN;44|44100,44121,44123
ALBENTOSA;44|44424,44477
ALCAINE;44|44792
ALCALÁ DE LA SELVA;44|44431,44432
ALCAÑIZ;44|44600,44660,44661
ALCORISA;44|44550
ALFAMBRA;44|44160
ALIAGA;44|44150,44157,44158
ALMOHAJA;44|44369
ALOBRAS;44|44134
ALPEÑÉS;44|44721
ALLEPUZ;44|44145
ALLOZA;44|44509
ALLUEVA;44|44492
ANADÓN;44|44212
ANDORRA;44|44500
ARCOS DE LAS SALINAS;44|44421
ARENS DE LLEDÓ;44|44622
ARGENTE;44|44165
ARIÑO;44|44547
AZAILA;44|44590
BÁDENAS;44|44491
BÁGUENA;44|44320
BAÑÓN;44|44357
BARRACHINA;44|44220
BEA;44|44492
BECEITE;44|44588
BELMONTE DE SAN JOSÉ;44|44642
BELLO;44|44232
BERGE;44|44556
BEZAS;44|44121
BLANCAS;44|44314
BLESA;44|44790
BORDÓN;44|44563
BRONCHALES;44|44367
BUEÑA;44|44394
BURBÁGUENA;44|44330
CABRA DE MORA;44|44409
CALACEITE;44|44610
CALAMOCHA;44|44200,44210,44211,44220,44357,44391,44392,44495,44496
CALANDA;44|44570
CALOMARDE;44|44126
CAMAÑAS;44|44167
CAMARENA DE LA SIERRA;44|44191,44459
CAMARILLAS;44|44155
CAMINREAL;44|44350,44359
CANTAVIEJA;44|44140
CAÑADA DE BENATANDUZ;44|44140
LA CAÑADA DE VERICH;44|44643
CAÑADA VELLIDA;44|44168
CAÑIZAR DEL OLIVAR;44|44707
CASCANTE DEL RÍO;44|44191
CASTEJÓN DE TORNOS;44|44231
CASTEL DE CABRA;44|44706
CASTELNOU;44|44592
CASTELSERÁS;44|44630
EL CASTELLAR;44|44409
CASTELLOTE;44|44560,44562,44563,44565
CEDRILLAS;44|44147
CELADAS;44|44194
CELLA;44|44370
LA CEROLLERA;44|44651
LA CODOÑERA;44|44640
CORBALÁN;44|44193
CORTES DE ARAGÓN;44|44791
COSA;44|44358,44721
CRETAS;44|44623
CRIVILLÉN;44|44557
LA CUBA;44|44141
CUBLA;44|44191
CUCALÓN;44|44491
EL CUERVO;44|44134
CUEVAS DE ALMUDÉN;44|44169
CUEVAS LABRADAS;44|44162
EJULVE;44|44559
ESCORIHUELA;44|44161
ESCUCHA;44|44770,44779
ESTERCUEL;44|44558
FERRERUELA DE HUERVA;44|44490
FORMICHE ALTO;44|44440,44441
FÓRNOLES;44|44650
FORTANETE;44|44143
FOZ-CALANDA;44|44579
LA FRESNEDA;44|44596
FRÍAS DE ALBARRACÍN;44|44126
FUENFERRADA;44|44741
FUENTES CALIENTES;44|44711
FUENTES CLARAS;44|44340
FUENTES DE RUBIELOS;44|44415
FUENTESPALDA;44|44587
GALVE;44|44168
GARGALLO;44|44558
GEA DE ALBARRACÍN;44|44110
LA GINEBROSA;44|44643
GRIEGOS;44|44114
GUADALAVIAR;44|44115
GÚDAR;44|44433
HÍJAR;44|44530
HINOJOSA DE JARQUE;44|44157
LA HOZ DE LA VIEJA;44|44791
HUESA DEL COMÚN;44|44212,44213
LA IGLESUELA DEL CID;44|44142
JABALOYAS;44|44122,44123
JARQUE DE LA VAL;44|44169
JATIEL;44|44592
JORCAS;44|44156
JOSA;44|44792
LAGUERUELA;44|44492
LANZUELA;44|44491
LIBROS;44|44132
LIDÓN;44|44164
LINARES DE MORA;44|44412
LOSCOS;44|44212,44493
LLEDÓ;44|44624
MAICAS;44|44791
MANZANERA;44|44420,44422,44423
MARTÍN DEL RÍO;44|44730,44750
MAS DE LAS MATAS;44|44564
LA MATA DE LOS OLMOS;44|44557
MAZALEÓN;44|44621
MEZQUITA DE JARQUE;44|44169
MIRAMBEL;44|44141
MIRAVETE DE LA SIERRA;44|44159
MOLINOS;44|44556
MONFORTE DE MOYUELA;44|44493
MONREAL DEL CAMPO;44|44300
MONROYO;44|44652
MONTALBÁN;44|44700,44709
MONTEAGUDO DEL CASTILLO;44|44146
MONTERDE DE ALBARRACÍN;44|44368
MORA DE RUBIELOS;44|44400
MOSCARDÓN;44|44124
MOSQUERUELA;44|44410
MUNIESA;44|44780
NOGUERA DE ALBARRACÍN;44|44113
NOGUERAS;44|44493,44497
NOGUERUELAS;44|44414
OBÓN;44|44792
ODÓN;44|44233
OJOS NEGROS;44|44312,44313
OLBA;44|44478,44479
OLIETE;44|44548
LOS OLMOS;44|44557,44423
ORIHUELA DEL TREMEDAL;44|44366
ORRIOS;44|44161
PALOMAR DE ARROYOS;44|44708
PANCRUDO;44|44720,44730
LAS PARRAS DE CASTELLOTE;44|44566
PEÑARROYA DE TASTAVINS;44|44586
PERACENSE;44|44369
PERALEJOS;44|44162
PERALES DEL ALFAMBRA;44|44161,44163
PITARQUE;44|44555
PLOU;44|44213
EL POBO;44|44155
LA PORTELLADA;44|44589
POZONDÓN;44|44368
POZUEL DEL CAMPO;44|44315
LA PUEBLA DE HÍJAR;44|44510,44511
LA PUEBLA DE VALVERDE;44|44450
PUERTOMINGALVO;44|44411
RÁFALES;44|44589
RILLO;44|44710,44712
RIODEVA;44|44133
RÓDENAS;44|44310
ROYUELA;44|44125
RUBIALES;44|44121
RUBIELOS DE LA CÉRIDA;44|44166
RUBIELOS DE MORA;44|44415
SALCEDILLO;44|44793
SALDÓN;44|44122
SAMPER DE CALANDA;44|44520
SAN AGUSTÍN;44|44480
SAN MARTÍN DEL RÍO;44|44390
SANTA CRUZ DE NOGUERAS;44|44497
SANTA EULALIA;44|44360
SARRIÓN;44|44424,44460
SEGURA DE LOS BAÑOS;44|44793
SENO;44|44561
SINGRA;44|44382
TERRIENTE;44|44120
TERUEL;44|44001,44002,44003,44121,44162,44190,44192,44193,44195,44396,44397
TORIL Y MASEGOSO;44|44123
TORMÓN;44|44134
TORNOS;44|44230
TORRALBA DE LOS SISONES;44|44359
TORRECILLA DE ALCAÑIZ;44|44640
TORRECILLA DEL REBOLLAR;44|44221,44222
TORRE DE ARCAS;44|44653
TORRE DE LAS ARCAS;44|44709
TORRE DEL COMPTE;44|44597
TORRELACÁRCEL;44|44382
TORRE LOS NEGROS;44|44358
TORREMOCHA DE JILOCA;44|44381
TORRES DE ALBARRACÍN;44|44111
TORREVELILLA;44|44641
TORRIJAS;44|44421
TORRIJO DEL CAMPO;44|44393
TRAMACASTIEL;44|44132,44133
TRAMACASTILLA;44|44112
TRONCHÓN;44|44141
URREA DE GAÉN;44|44593
UTRILLAS;44|44760,44761,44769
VALACLOCHE;44|44191
VALBONA;44|44430
VALDEALGORFA;44|44594
VALDECUENCA;44|44122
VALDELINARES;44|44413
VALDELTORMO;44|44620
VALDERROBRES;44|44580
VALJUNQUERA;44|44595
EL VALLECILLO;44|44123
VEGUILLAS DE LA SIERRA;44|44134
VILLAFRANCA DEL CAMPO;44|44394
VILLAHERMOSA DEL CAMPO;44|44494
VILLANUEVA DEL REBOLLAR DE LA SIERRA;44|44223
VILLAR DEL COBO;44|44114
VILLAR DEL SALZ;44|44311
VILLARLUENGO;44|44559
VILLARQUEMADO;44|44380
VILLARROYA DE LOS PINARES;44|44144
VILLASTAR;44|44130
VILLEL;44|44131
VINACEITE;44|44591
VISIEDO;44|44164
VIVEL DEL RÍO MARTÍN;44|44740,44742
LA ZOMA;44|44707
AJOFRÍN;45|45110
ALAMEDA DE LA SAGRA;45|45240
ALBARREAL DE TAJO;45|45522
ALCABÓN;45|45523
ALCAÑIZO;45|45687
ALCAUDETE DE LA JARA;45|45662
ALCOLEA DE TAJO;45|45571
ALDEA EN CABO;45|45908
ALDEANUEVA DE BARBARROYA;45|45661
ALDEANUEVA DE SAN BARTOLOMÉ;45|45575
ALMENDRAL DE LA CAÑADA;45|45631
ALMONACID DE TOLEDO;45|45420
ALMOROX;45|45900
AÑOVER DE TAJO;45|45250
ARCICÓLLAR;45|45182
ARGÉS;45|45122
AZUTÁN;45|45571
BARCIENCE;45|45225,45525
BARGAS;45|45593
BELVÍS DE LA JARA;45|45660
BOROX;45|45222
BUENAVENTURA;45|45634
BURGUILLOS DE TOLEDO;45|45112
BURUJÓN;45|45521
CABAÑAS DE LA SAGRA;45|45592
CABAÑAS DE YEPES;45|45312,45750
CABEZAMESADA;45|45890
CALERA Y CHOZAS;45|45686,45695
CALERUELA;45|45589
CALZADA DE OROPESA;45|45580
CAMARENA;45|45180
CAMARENILLA;45|45181
EL CAMPILLO DE LA JARA;45|45578
CAMUÑAS;45|45720
CARDIEL DE LOS MONTES;45|45642
CARMENA;45|45531
EL CARPIO DE TAJO;45|45533
CARRANQUE;45|45216
CARRICHES;45|45532
EL CASAR DE ESCALONA;45|45542
CASARRUBIOS DEL MONTE;45|45950
CASASBUENAS;45|45124
CASTILLO DE BAYUELA;45|45641
CAZALEGAS;45|45683
CEBOLLA;45|45680
CEDILLO DEL CONDADO;45|45214
LOS CERRALBOS;45|45682
CERVERA DE LOS MONTES;45|45637
CIRUELOS;45|45314
COBEJA;45|45291
COBISA;45|45111
CONSUEGRA;45|45700
CORRAL DE ALMAGUER;45|45880
CUERVA;45|45126
CHOZAS DE CANALES;45|45960
CHUECA;45|45113
DOMINGO PÉREZ;45|45544
DOSBARRIOS;45|45311
ERUSTES;45|45540
ESCALONA;45|45910
ESCALONILLA;45|45517
ESPINOSO DEL REY;45|45650
ESQUIVIAS;45|45221
LA ESTRELLA;45|45574
FUENSALIDA;45|45510,45540
GÁLVEZ;45|45164
GARCIOTUM;45|45643
GERINDOTE;45|45518
GUADAMUR;45|45160
LA GUARDIA;45|45760
LAS HERENCIAS;45|45663,45664
HERRERUELA DE OROPESA;45|45588
HINOJOSA DE SAN VICENTE;45|45645
HONTANAR;45|45159
HORMIGOS;45|45919
HUECAS;45|45511
HUERTA DE VALDECARÁBANOS;45|45750
LA IGLESUELA;45|45633
ILLÁN DE VACAS;45|45551
ILLESCAS;45|45200
LAGARTERA;45|45567
LAYOS;45|45123
LILLO;45|45870
LOMINCHAR;45|45212
LUCILLOS;45|45684
MADRIDEJOS;45|45710
MAGÁN;45|45590
MALPICA DE TAJO;45|45692,45693
MANZANEQUE;45|45460
MAQUEDA;45|45515
MARJALIZA;45|45479
MARRUPE;45|45636
MASCARAQUE;45|45430
LA MATA;45|45534
MAZARAMBROZ;45|45114,45126
MEJORADA;45|45622,45662
MENASALBAS;45|45120,45121,45128
MÉNTRIDA;45|45930
MESEGAR DE TAJO;45|45541
MIGUEL ESTEBAN;45|45530,45830
MOCEJÓN;45|45270
MOHEDAS DE LA JARA;45|45276,45576
MONTEARAGÓN;45|45685
MONTESCLAROS;45|45620
MORA;45|45400
NAMBROCA;45|45190,45191
LA NAVA DE RICOMALILLO;45|45670
NAVAHERMOSA;45|45150,45159
NAVALCÁN;45|45610
NAVALMORALEJO;45|45573
LOS NAVALMORALES;45|45140
LOS NAVALUCILLOS;45|45130,45138,45139
NAVAMORCUENDE;45|45630
NOBLEJAS;45|45350
NOEZ;45|45162
NOMBELA;45|45917
NOVÉS;45|45519
NUMANCIA DE LA SAGRA;45|45230
NUÑO GÓMEZ;45|45644
OCAÑA;45|45300
OLÍAS DEL REY;45|45280
ONTÍGOLA;45|45340
ORGAZ;45|45109,45450
OROPESA;45|45560,45569,45600
OTERO;45|45543
PALOMEQUE;45|45213
PANTOJA;45|45290
PAREDES DE ESCALONA;45|45908
PARRILLAS;45|45611
PELAHUSTÁN;45|45918
PEPINO;45|45638
POLÁN;45|45161
PORTILLO DE TOLEDO;45|45512
LA PUEBLA DE ALMORADIEL;45|45840
LA PUEBLA DE MONTALBÁN;45|45300,45516
LA PUEBLANUEVA;45|45690,45691
EL PUENTE DEL ARZOBISPO;45|45570
PUERTO DE SAN VICENTE;45|45577
PULGAR;45|45125
QUERO;45|45790
QUINTANAR DE LA ORDEN;45|45400,45800
QUISMONDO;45|45514
EL REAL DE SAN VICENTE;45|45460,45640
RECAS;45|45211
RETAMOSO DE LA JARA;45|45652
RIELVES;45|45524
ROBLEDO DEL MAZO;45|45674,45675,45676,45677,45678
EL ROMERAL;45|45770
SAN BARTOLOMÉ DE LAS ABIERTAS;45|45654
SAN MARTÍN DE MONTALBÁN;45|45165
SAN MARTÍN DE PUSA;45|45170
SAN PABLO DE LOS MONTES;45|45120
SAN ROMÁN DE LOS MONTES;45|45646
SANTA ANA DE PUSA;45|45653
SANTA CRUZ DE LA ZARZA;45|45370
SANTA CRUZ DEL RETAMAR;45|45513,45909
SANTA OLALLA;45|45530
SARTAJADA;45|45632
SEGURILLA;45|45621
SESEÑA;45|45123,45223,45224
SEVILLEJA DE LA JARA;45|45671,45672,45673
SONSECA;45|45100,45109
SOTILLO DE LAS PALOMAS;45|45635
TALAVERA DE LA REINA;45|45600,45613,45614,45694
TEMBLEQUE;45|45780
EL TOBOSO;45|45820
TOLEDO;45|45001,45002,45003,45004,45005,45006,45007,45008
TORRALBA DE OROPESA;45|45569
TORRECILLA DE LA JARA;45|45651
LA TORRE DE ESTEBAN HAMBRÁN;45|45920
TORRICO;45|45572
TORRIJOS;45|45500
TOTANÉS;45|45163
TURLEQUE;45|45789
UGENA;45|45217
URDA;45|45480
VALDEVERDEJA;45|45572
VALMOJADO;45|45940
VELADA;45|45612
LAS VENTAS CON PEÑA AGUILERA;45|45127
LAS VENTAS DE RETAMOSA;45|45183
LAS VENTAS DE SAN JULIÁN;45|45568
VILLACAÑAS;45|45680,45860
LA VILLA DE DON FADRIQUE;45|45850
VILLAFRANCA DE LOS CABALLEROS;45|45730
VILLALUENGA DE LA SAGRA;45|45520
VILLAMIEL DE TOLEDO;45|45594
VILLAMINAYA;45|45440
VILLAMUELAS;45|45749
VILLANUEVA DE ALCARDETE;45|45810
VILLANUEVA DE BOGAS;45|45410
VILLAREJO DE MONTALBÁN;45|45179
VILLARRUBIA DE SANTIAGO;45|45360,45370
VILLASECA DE LA SAGRA;45|45260,45292
VILLASEQUILLA;45|45740
VILLATOBAS;45|45310
EL VISO DE SAN JUAN;45|45215
LOS YÉBENES;45|45470,45480
YELES;45|45220
YEPES;45|45313
YUNCLER;45|45529
YUNCLILLOS;45|45591
YUNCOS;45|45210
SANTO DOMINGO-CAUDILLA;45|45526
ADEMUZ;46|46140
ADOR;46|46729
ATZENETA D'ALBAIDA;46|46869
AGULLENT;46|46890
ALAQUÀS;46|46970
ALBAIDA;46|46860
ALBAL;46|46470
ALBALAT DE LA RIBERA;46|46687
ALBALAT DELS SORELLS;46|46135
ALBALAT DELS TARONGERS;46|46591
ALBERIC;46|46260
ALBORACHE;46|46369
ALBORAIA/ALBORAYA;46|46120,46128,46129
ALBUIXECH;46|46550
ALCÀSSER;46|46220,46290
ALCÀNTERA DE XÚQUER;46|46293
ALZIRA;46|46268,46600,46792
ALCUBLAS;46|46172
L'ALCÚDIA;46|46250
L'ALCÚDIA DE CRESPINS;46|46690
ALDAIA;46|46960
ALFAFAR;46|46910
ALFAUIR;46|46725
ALFARA DE LA BARONIA;46|46594
ALFARA DEL PATRIARCA;46|46115
ALFARP;46|46197
ALFARRASÍ;46|46893
ALGAR DE PALANCIA;46|46593
ALGEMESÍ;46|46680
ALGIMIA DE ALFARA;46|46148
ALGINET;46|46230
ALMÀSSERA;46|46132
ALMISERÀ;46|46726
ALMOINES;46|46723
ALMUSSAFES;46|46440
ALPUENTE;46|46178
L'ALQUERIA DE LA COMTESSA;46|46715
ANDILLA;46|46170,46162
ANNA;46|46820
ANTELLA;46|46266
ARAS DE LOS OLMOS;46|46179
AIELO DE MALFERIT;46|46812
AIELO DE RUGAT;46|46842
AYORA;46|46620
BARXETA;46|46667
BARX;46|46758
BÈLGIDA;46|46868
BELLREGUARD;46|46713
BELLÚS;46|46839
BENAGÉBER;46|46173
